,0,1,2,3,4,5,6,7
62774,20:45,12/13/98,Fort Smith,AR,Light,2min,First off I just want to say I have no idea what is going on in Ft smith Ark Also I just want to say I was not going to report this at,1/28/99
62775,19:00,12/13/98,Hauser,OR,Light,30econds,noticed a flash of light while driving looked up and saw nothing then a few seconds later a saw the a bright ball of light travelling a,1/28/99
62776,14:00,12/13/98,Denver,CO,Formation,5-10 minutes,A formation of a constant group of 1 dozen metallic/lights near DIA,1/28/99
62777,06:45,12/13/98,St. Peters,MO,Light,8-10 minutes,Observed extremely bright object in the sky.,1/28/99
62778,05:00,12/13/98,Clayton/Chesterfield/Ladue,MO,Oval,1 hour 15 min,I first spotted two objects west of my position. They were 1000 feet above ground level in the night sky. One was greenish blue and a,1/28/99
62779,02:00,12/13/98,Lafayette,CO,Other,2 hours,Event was a meteor shower. 5 meteors spotted in one hour plus 6 regular shooting stars.,1/28/99
62780,23:30,12/12/98,Bradenton/Palmetto,FL,Light,1.5 sec,Green light moved extremely fast over the sky in the north. seemed to move downward to the horizon. no meteor. not a plane. Duration ab,1/28/99
62781,22:30,12/11/98,New Boston,NH,Light,40 minutes,Hovering light with flashing blue and red; movement was irratic and non-airplane like. Appeared as large (moving) star. Another small,1/28/99
62782,19:00,12/11/98,Culver City,CA,Light,5 seconds,"While driving home I saw a light high in the sky, moving from east to west in a straight line, except at one point it acted like it wen",1/28/99
62783,21:11,12/10/98,Plymouth,MA,Diamond,10 minutes,i am 14 and was coming back from my football banquet in a car with my father going north when i noticed a very bright diamond shaped ob,1/28/99
62784,19:50,12/10/98,Hesston,KS,Triangle,10 minutes,Triangle shaped with a very bright light on each corner with a flashing red beacon in the middle.,1/28/99
62785,18:27,12/10/98,Santa Rosa,CA,Light,70 seconds,"Strange, projectile-firing light over northern california.",1/28/99
62786,04:55,12/10/98,Lincolnshire,IL,Fireball,7 seconds,Red fireball travelling south to north with tail 4 or 5 times size of object. Lasted 7 seconds then winked out.,1/28/99
62787,03:05,12/10/98,Fort Mill,NC,Disk,10-12 seconds,"The object was a dull orange glow, shaped like a flattened image of Saturn. It crossed in front of Orion and I caught it in my binocula",1/28/99
62788,01:00,12/10/98,I-81 (northbound between mile marker 34 to 38 aprox.),TN,Triangle,3 min.,"UFO hovered over my vehicle while traveling on I-81 , late at night.",1/28/99
62789,20:43,12/9/98,Chagrin Falls,OH,Light,10 sec,"I was outside looking up at the western night sky at 8:43:30pm est, at about 2 o'clock high. I saw a small point of light move from the",1/28/99
62790,08:05,12/9/98,Phoenix,AZ,Circle,20 seconds,strange light moving at high speed,1/28/99
62791,07:15,12/9/98,Eureka (sighted from),CA,Teardrop,15 min.,Looking out window of house and saw a massive object descending in a straight path to earth near the horizon in the far distance.,1/28/99
62792,06:25,12/9/98,Jerseyville (north of),IL,Light,one minute,"A moving, brightly lit object was about the cross the highway in front of my but vanished.",1/28/99
62793,01:30,12/9/98,Alamosa,CO,Oval,45 seconds,"I am a police officer in alamosa colorado. on the date and time above, i was on routine patrol, i was traveling northbound along a coun",1/28/99
62794,00:00,12/9/98,Kalamazoo,MI,Light,about 1 minute,a little ball of light making little circles in the sky,1/28/99
62795,23:02,12/8/98,Belton (5mi south on SR Y),MO,Fireball,2 sec.,Green fire ball with orange sparkles trailing behind,1/28/99
62796,06:30,12/8/98,Fort Smith,AR,Triangle,5min,"I own a Telescope as of a few days ago, tonight was the first night it was clear since I bought it, anyway I as I looked off to the no",1/28/99
62797,12/8/98,outer space,,Circle,1-2 seconds,"During the space walk on Monday, I was watching CSPAN and saw something strange. At one point during the space walk the robotic arm or",1/28/99,
62798,22:15,12/7/98,Soddy Daisy,TN,Sphere,7 minutes,We saw a round object hover about 200 feet above the cooling towers of the Sequoia Nuclear facility. The object emitted a soft white gl,1/28/99
62799,18:00,12/7/98,Anchorage/Girdwood,AK,Light,12 min,"Bright white light moving swiftly over Anchorage & Elmenforf AFB, followed by red flashing lights (helicopters?), also radio call in re",1/28/99
62800,00:00,12/7/98,Plano,TX,Circle,1/2 sec.,"On tape, I have cicular objects moving across screen to fast to be an airplane. Defenatly not a weather ballon.",1/28/99
62801,21:30,12/6/98,Philipsburg,PA,Disk,4hours,Last evening my wife first saw 3 craft with red and white strobe lights flying horizontal and vertical in the clear sky outside my son',1/28/99
62802,20:30,12/6/98,Culpeper County (location unspecified),VA,Circle,25 minutes,"See Full description ((Police officer reports sighting of a ""bright ball of light.""))",1/28/99
62803,19:40,12/6/98,Santa Rosa,CA,Light,15 minutes,"Pale red light, approx. 1000 foot altitude, very slowly elevated to 1500 feet,then proceded towards our direction, so we continued driv",1/28/99
62804,19:00,12/6/98,Tjorn (Sweden),,Sphere,2.5 seconds,"A blue/greenish sphere suddenly appeared above the horizon, and then fell right down and faded.",1/28/99
62805,18:45,12/6/98,Phoenix,AZ,Cylinder,45 seconds,"While working security I seen a object enter earths atmosphere, then glide over mountains east of Phoenix.",1/28/99
62806,18:25,12/6/98,Las Vegas,NV,Triangle,5 minutes,Came over Mountain to East which has Antenni and banked to South and flew just below broken cloud cover. It had no running lights but,1/28/99
62807,08:30,12/6/98,Rome,GA,Fireball,5-7 sec,"NE to NW Very fast and low flying, White light changing to Bright blue, then blueish red glow, turning to red, then turning solid yello",1/28/99
62808,07:30,12/6/98,Washington C.H.,OH,Fireball,,We spotted a green fireball flying over the city as we were coming home from a near by resturant. It looked similiar to a fire work of,1/28/99
62809,00:30,12/6/98,Columbus,TX,Fireball,4 seconds,"Was heading back to Houston Tx, when I saw a green fireball streak across the sky from west to east. Only it sorta dashed across like s",1/28/99
62810,21:21,12/5/98,Pahrump,NV,Circle,1 minute,enroute to las vegas I observed a green orb from my rearview mirrior and the in my windsheild. It made a slight change of directions,1/28/99
62811,20:30,12/5/98,Las Vegas,NV,Unknown,10 seconds,"Bright light shining directionally out of a cloudy shape or object, got bright and smoky and then disappered.",1/28/99
62812,19:00,12/5/98,Ajijic (Mexico),,Light,,"very bright pinpoint light w/ cone shape vapor trail. Observed for 5 min, looked to be at 3 to 5 k ft. pinpoint started to move and dis",1/28/99
62813,19:00,12/5/98,Valle de Bravo (Mexico),,Light,2 MINUTES,White bright light like a headlight with a cloudy proyection though heaven was clear. It suddenly disspareared leaving just the bright,1/28/99
62814,18:15,12/5/98,Glendale,AZ,Other,60 secs,"Object appeared from behind mesa, ascended at about a 70 degree angle, taking maybe a minute to ascend 8-10,000 ft, passing into cloud.",1/28/99
62815,17:02,12/5/98,Marina del Rey/Los Angeles,CA,Unknown,full minute,"While walking with three other witnesses at about dusk, I viewed a contrail headed toward me from a direct West compass heading. The o",1/28/99
62816,03:00,12/5/98,Atlanta,GA,Fireball,1-1.5sec.,"Atlanta ""meteor"" fireball, December 5th 1998, approx. 03:00am Image computer recreation of event mailed to 'images site'.",1/28/99
62817,22:25,12/4/98,Stanford,CA,Light,15 seconds,"I am a senior in college, and was walking northwest in a campus parking lot. I looked up and noticed a very distinct formation of light",1/28/99
62818,23:30,12/3/98,Kirkland,WA,Triangle,1minute +,"On Thursday night, December 3, 1998, I was driving alone toward my home. At approximately 11:30 pm, I turned right onto Slater Street,",1/28/99
62819,23:30,12/3/98,Kirkland,WA,Triangle,1minute +,"I saw a wedged shaped craft with very bright lights, approx. 150 feet above the street near my home on December 3,1998 at 11:30 pm.",1/28/99
62820,18:30,12/3/98,Albany,NY,Light,unknown,Search lights??with no apparent origin from ground.,1/28/99
62821,18:00,12/3/98,San Saba County,TX,Formation,40 minutes,Glowing amber lights hovering in formation and morphing from 1 to 5,1/28/99
62822,17:00,12/2/98,Columbus,OH,Disk,5 minutes,"It was a round/disk shaped object that reflected the sunlight. It was hovering at an angle. I say hovering cause it moved like that, no",1/28/99
62823,23:15,12/1/98,Miami,FL,Light,UNKNOWN,"AN ANOUNCEMENT WAS MADE ON LOCAL NEWS OF REPORTS OF STRANGE LIGHT. WTVJ,CHANNEL 6,THEY HAVE VIDEO.ODD HOVERING LIGHT,NOT A STAR.WTVJ ST",1/28/99
62824,21:20,12/1/98,Fort Wayne,IN,Other,2 minutes,It hovered slowly and silently over us just above the trees on a NE - SW course. It was covered in bright white lights that did not pr,1/28/99
62825,07:10,12/1/98,Glenhaven,CA,Cross,6 seconds,"4 objects flying in close formation in a southwest direction at high speed, low altitude, making no sound accept the wind passing by th",1/28/99
62826,06:09,12/1/98,Lehigh Acres,FL,Flash,SECONDS,wHITE STREAK AS IF A METEOR EXCEPT WENT FROM GROUND ELEVATION TO A 45 DEGREE ELEVATION CROSSED IN FRONT OF A AIRLINER WHICH HAD JUST TA,1/28/99
62827,21:45,11/30/98,Phoenix,AZ,Light,10 min.,"Looked like landing lights on aircraft. Were brighter, iridescent, and twinkling.",1/28/99
62828,20:00,11/30/98,Latrobe,CA,Light,7 min.,"followed these lights down a dirt road from a distance of about a half mile. they went around a small foothill,as we came around the hi",1/28/99
62829,05:32,11/30/98,Huachuca City,AZ,Circle,30 sec,"At 0532 this morning, I was speaking to my best friend in the drivway of my home. We saw a bright circular object in the middle of the",1/28/99
62830,19:55,11/29/98,West Memphis,AR,Triangle,10 seconds,Shiny triangle craft with dim lights flying just above tree tops.,1/28/99
62831,01:50,11/29/98,Hampstead,NC,Fireball,18seconds,"As we steped out of our car we saw a fireball vollyball size redish orange yellow in color, heading west to east on a horizontal plane",1/28/99
62832,21:00,11/28/98,Douglasville (west of Atlanta),GA,Circle,1 to 2 hours,"Objects seen nightly, ring-shaped with rotating colors. Then colors fade and center area becomes more distinct(black). Objects usuall",1/28/99
62833,20:42,11/28/98,Barto,PA,Fireball,5 sec.,observed firey light green ball long tail changed color,1/28/99
62834,17:30,11/28/98,Dunkirk,MD,Other,1 min,"fast moving craft at a very high altidude, after sun set",1/28/99
62835,16:45,11/28/98,Long Beach,CA,Triangle,30 Sec.,Traveling in car on 405 Fwy No. transition to 22 Fwy E. observed Large Triangle Craft very low Aprox 300 to 400ft traviling west craft,1/28/99
62836,16:30,11/28/98,Salt Lake City,UT,Triangle,5,We were driving North to Salt Lake City from Sandy and spotted what at first I said was a helicopter. My friend disagreed and said that,1/28/99
62837,21:30,11/27/98,Katy,TX,Fireball,4 seconds,"I was Traveling west on I-10 20 miles west of Houston,Tx. At Approx 21:30 I saw a green fireball with a long tail streak across the sky",1/28/99
62838,20:45,11/27/98,Standale,MI,Triangle,5 seconds,"On November 27, 1998 at approximately 8:45 p.m. an object containing 3 lights was seen by myself and two friends. The object's lights w",1/28/99
62839,20:30,11/27/98,Springfield,MO,Light,8 to 10 seconds,A faily bright green light appeared to be falling straight down at high speed. Dissapeared somewhere in the distance at ground level. T,1/28/99
62840,18:30,11/27/98,Southbury,CT,Triangle,~30 mins,"A large triangular object hovered 30 mins, then accelerated and disappeared over the horizon.",1/28/99
62841,15:35,11/27/98,Charleston,WV,Fireball,2mins,Me and my friends were playing some football in our yard and,1/28/99
62842,05:00,11/27/98,Manistee,MI,Fireball,seconds,Saw a bright green ball shoot across the sky.,1/28/99
62843,20:30,11/26/98,Hoffman Estates,IL,Unknown,3 seconds,saw something in the air,1/28/99
62844,21:30,11/25/98,Springtown,PA,Light,30 Seconds,Driving home we witnessed a solid red light hovering about the below the tree line on the right side of the road.,1/28/99
62845,21:24,11/25/98,Gulf Shores,AL,Flash,3 minutes,Observing stars and saw a shooting star and a moment latter I saw a fast blinking light that zig-zagged going N NW faster than aircraft,1/28/99
62846,23:15,11/24/98,Bitterroot Valley,MT,Light,10 minutes,Very large and very bright light in the SSE sky over the Mountain Range.,1/28/99
62847,22:30,11/24/98,Mechanicsburg,PA,Light,30 min.+,Seen unusual light in sky,1/28/99
62848,19:30,11/24/98,Kenton,OH,Formation,,it looked in the shape of a V with lights outlining the shape of a v,1/28/99
62849,05:05,11/24/98,Calhoun,GA,Unknown,30-45 sec.,"Could not see the entire shape because of cloud cover.but rear was straight.There were no lights,no sound,but I could see underneath cl",1/28/99
62850,05:00,11/24/98,Alton Bay,NH,Light,10 minutes,"In a north westerly direction from my residence, observed a bright light doing very erratic maneuvers at an altitude of approximatly 50",1/28/99
62851,01:30,11/24/98,Sandpoint,ID,Light,30min,My friend and I witnessed strange lights over my back yard. We watched whatever it was decend closer and closer to the pond in my back,1/28/99
62852,20:30,11/23/98,Battle Ground,WA,Light,15 seconds,Saw a light traveling low in the horizon at night that normally would have appeared to be an airplane except it was moving too fast. I,1/28/99
62853,19:00,11/23/98,Sycamore,IL,Triangle,5 sec.,"As I was taking out the garbage,I noticed something moving across the night sky at a very fast rate of speed.I saw 2 triangle shaped,di",1/28/99
62854,20:00,11/22/98,Vashon Island,WA,Other,5 seconds,An EXTREMELY BRIGHT localized flash (within 200 yards from me) that was as bright as lightening but silent. The light was white and li,1/28/99
62855,18:30,11/22/98,Boise,ID,Disk,2 seconds,A disc shaped object was captured on video.,1/28/99
62856,15:00,11/21/98,Harrison,MI,Sphere,2 minutes & 30 seconds,We saw silver balls flying irradically in the sky,1/28/99
62857,22:25,11/20/98,Seattle,WA,Flash,~10 minutes,"Bright, multi-colored (mostly green and blue, but some red) flashes across the eastern horizon.",1/28/99
62858,19:30,11/20/98,Moline,IL,Fireball,2 Sec.,Wife reported a brilliant flash of green light with a tail. She saw the video of the recent leonids and insists it did not look like t,1/28/99
62859,11:45,11/20/98,Irvine (entering city from the South),CA,Oval,3 Minutes,"As I was driving on freeway 5 north, moving along with traffic, I noticed in the sky an oval shaped silvery object flying above Irvine",1/28/99
62860,22:15,11/19/98,Phoenix (west valley),AZ,Light,15mim,While driving S on the 101 freeway spotted very brite yellowish light to s sw of valley made coment to girlfriend that this light was n,1/28/99
62861,21:30,11/19/98,Surprise,AZ,Formation,0:45,Formation of stationary lights - most turning on and off and VERY similar to the infamous March 13 Phoenix sightings,1/28/99
62862,21:00,11/19/98,Phoenix,AZ,Light,90 minutes,"Observed a varying number of very bright, stationary lights to the south of Phoenix. Most of the time there was one very bright, orange",1/28/99
62863,15:45,11/19/98,Auburn,CA,Sphere,10 mins,"I was WB I-80. Sun behind high clouds, grey/yellow in color, and bright. Saw other bright area approx. 50 degrees to the south. not as",1/28/99
62864,07:00,11/19/98,Montverde,FL,Oval,2-3 minutes,"What we saw was not exactly oval, but larger at the top.",1/28/99
62865,01:40,11/18/98,New Kent,VA,Triangle,5 seconds,3 white lights forming black triangle. Slowly moved below treeline.,1/28/99
62866,00:00,11/18/98,Gainesville,FL,Triangle,30 sec - 1 min,"Viewed a delta shaped craft in the SE sky traveling south, craft made no noise and flew smoothly before banking and disappearing",1/28/99
62867,21:03,11/17/98,Knoxville,TN,Formation,20 seconds,"OBSERVED 4 LIGHTS, HIGH ALTITUDE, SUPER-FAST, TRAVELING STRAIGHT ACROSS THE SKY IN LESS THAN 20 SECONDS",1/28/99
62868,20:15,11/17/98,Sunderland (UK/England),,Flash,15,The ufos appered above the north sea and sarted to flash in an araticly,1/28/99
62869,19:25,11/17/98,Sherwood,AR,Triangle,30secs,"I was watching for the leonids meteors before going into work. I saw three lights (dim, like distant stars) in a triangular formation.",1/28/99
62870,05:50,11/17/98,Gila Bend,AZ,Flash,< 1 second,Flash on moon,1/28/99
62871,04:30,11/17/98,South Lake Tahoe (Meyers),CA,Disk,2-5mins.,@ approx. 4;30 AM MY SISTER IN LAW WAS UP DOING SOME LATE NIGHT PAPER WORK WHEN HER ATTENTION WAS GOTTEN BY A BRIGHT LIGHT IN THE SKY.,1/28/99
62872,04:30,11/17/98,Tampa,FL,Triangle,1 minute,Flying V seen by multiple wintesses in during meteor shower.,1/28/99
62873,04:00,11/17/98,Joshua Tree National Park,CA,Light,appr. 30 sec.,Short duration UFO seen descending from approx 45 degrees above Northern horizon in a strange back and forth motion. Slowly lost lumino,1/28/99
62874,23:00,11/16/98,Austin/San Marcos,TX,Unknown,1+ hr,"Extremely clear night, south/southeast of Austin,TX. Possibly btween Austin/San Marcos. 11pm 11/16/98. Flashing object. Remained st",1/28/99
62875,22:40,11/16/98,Auburn,WA,Light,6 second,small fast ball of orange light moving east to west above the treetops.,1/28/99
62876,06:40,11/16/98,Austin,TX,Fireball,5 seconds,Saw a glowing fireball plunge through the sky towards earth.,1/28/99
62877,20:00,11/15/98,Edison,NJ,Disk,3 minutes,"My husband and I were driving to the drycleaners when my husband says ""What the heck is that?!"" I look up and in the sky in the derecti",1/28/99
62878,20:00,11/15/98,Madison,WI,Light,5min-1/2hr.,"late nov. '98, wife observed x3 nights lrg ball extreme bright light w/ radiating green& red light emanating from & around the main whi",1/28/99
62879,21:20,11/14/98,Livonia,MI,Fireball,30 SECONDS,"1st sighting: A green-blue fireball streaked across the eastern sky, north to south approximately at 180 degrees. It started out as a s",1/28/99
62880,19:30,11/14/98,Mattawa,WA,Disk,5 seconds,"Disk flew over raodway, unlit except from reflection of car lights",1/28/99
62881,23:35,11/9/98,Roseville,CA,Light,5 min,"Red light seen in the eastern sky with a likeness of of a laser pointer. It hovered, made a bobbing motion and then faded away.",1/28/99
62882,22:00,11/1/98,Bailey,CO,Fireball,<2 secs.,Streak of bright blue/white light flashed vertically downward from @40deg to horizon. Seen @20degs. SSW in clear moonlit sky.,1/28/99
62883,21:30,10/28/98,Big Rapids,MI,Fireball,less than 10 sec,greenish fire ball coming down from sky with long tail on it.,1/28/99
62884,07:00,10/26/98,Cleburne,TX,Light,7 seconds,"Silvery-blue light streaking across sky, South to North, 1:00 o'clock high to 2 o'clock. Turned to yellow-orange color at 2:00 o'clock",1/28/99
62885,23:15,10/24/98,Delray Beach,FL,Triangle,5min.,My 11 year old son and myself driving north on Military Trial saw bright light in sky.,1/28/99
62886,02:00,10/20/98,Lewiston,ME,Formation,1/2 hour +,"While gazing up at the stars, you had to look carefully but I noticed a formation yet more a bunch of single lighted objects. They were",1/28/99
62887,16:00,10/17/98,Pensacola Beach,FL,Fireball,approx 2 min.,Perfectly round flame colored object growing larger and then vanishing within an instant.,1/28/99
62888,21:30,10/16/98,Salem,OR,Light,10 sec,My husband and I were traveling south on I-5 north of Salem when a huge bright light appeared ahead of us mid-sky. It seemed to be ove,1/28/99
62889,16:30,10/16/98,Baker/Stateline (between),CA,Changing,5 to 8 seconds,"A watery ripple in the sky like a ribbon flapping in the wind, then forming the shape of a craft (see below)",1/28/99
62890,21:15,10/15/98,Westlake,OH,Light,60 seconds,"Witnessed flyby by a craft composed of six perfectly round, bright lights.",1/28/99
62891,00:00,9/19/98,Boulder City,NV,Triangle,5 minutes,"Silent, triangular craft, lined with pale blue/white lights, headed south",1/28/99
62892,21:00,9/10/98,St. Charles,MO,Cigar,25 seconds,"Cigar shape with 3 port-hole windows, lit up with bright white light, moving slowly So. to No. Obvious pointed frame work(trianular lik",1/28/99
62893,21:00,8/21/98,Mt Sterling,IL,Light,30 minutes,"8/21-8/27 Approx. 50 lights in south sky moving up & down, & side to side.",1/28/99
62894,23:30,8/15/98,New York City (JFK International Airport),NY,Light,:45-:90,"Green fireball, which dropped a smaller one going west to east...",1/28/99
62895,01:00,8/13/98,Tuskegee National Forest @ HWY 85,AL,Disk,unknown,Large white glowing disk. Transparent. Smaller craft coming from it,1/28/99
62896,11:00,8/9/98,Birkshire County,MA,Changing,10/min,Bright object 10000-20000 + feet in eastearn sky at first statoinary then appearing in different location in general area of sky withou,1/28/99
62897,04:30,7/2/98,Bluewater Lake,NM,Light,20 min,my son and i witnessed an orange light fly above the lake shore five different times in about a 20-25 min span. it made no sound and th,1/28/99
62898,20:30,6/15/98,Rochester,IN,Light,:30,My friend and I saw two bright lights that moved at a incredible rate. 2 jets followed the lights and they disappeared.,1/28/99
62899,21:00,6/12/98,West Chicago,IL,rectangle,3 minutes,We were standing in my driveway and this enormous thing flew over my house about 100 feet in the air. It was a dark mass in the sky wi,1/28/99
62900,00:06,6/1/98,Leo,IN,light,30 minutes,I WENT TO BED AT 12;00 AND ROLLED OVER AT 12:06 ONLY TO SEE A VERY BRIGHT LIGHT SHINING THROUGH MY CURTAINS AND INTO MY BEDROOM.,1/28/99
62901,14:20,5/22/98,Indianapolis,IN,Changing,5 min.,I and my framing crew witnessed this together.We are framing a house on the north side of Indy. Alot of air trafic is going on this day,1/28/99
62902,23:50,5/21/98,"Bad Breisig, RPF (Germany)",,Formation,18 minutes,"Individual round white spots (moon size) forming three circle formations; outer circle appr. 25 spots, next inner circle appr. 15 and",1/28/99
62903,21:30,5/21/98,Denver,CO,Flash,30 minutes,Humming then a loud subsonic boom or explosion,1/28/99
62904,02:50,5/21/98,Spokane,WA,Light,4 seconds,"looking north over the spires of Gonzaga University sighted a small, pea sized, light travelling west to east approx 45 degrees above t",1/28/99
62905,22:40,5/20/98,Burlington,VT,Light,20 seconds,"On May 20, 1998, at 22:40, I was drawn to my 3rd floor studio apartment window (western side of building) by some noise on the street b",1/28/99
62906,23:30,5/18/98,Rapid City,SD,Other,30-60 seconds,"there was a light similar to a falling star, only bigger and longer in duration...i have seen plenty of falling stars and this was not",1/28/99
62907,23:30,5/17/98,Salt Lake City,UT,Triangle,10 sec. 2 times,"My father was outside looking at stars, and he came in to get me. He told me that he had seen three lights go across the sky at a very",1/28/99
62908,23:20,5/17/98,Kaleva,MI,Light,7 minutes,Light approached from the SE; nother approached from the N; close proximinity. ((NUFORC Note: Satellites?? PD)),1/28/99
62909,17:00,5/17/98,Almont,MI,Circle,15 sec,We saw a torroid shaped object moving due south at a high rate of speed.,1/28/99
62910,08:10,5/17/98,Belle Vernon,PA,Other,40 min.,"Explosion of a bright white very high flying ""Torroid"" shaped craft.",1/28/99
62911,23:47,5/16/98,Simla,CO,Changing,seven sec,went ouy looked up green ball of light decended like a metor then split and right object went off at 90 degrees.,1/28/99
62912,22:30,5/16/98,Manteca,CA,Triangle,45-50 second,"object was flying from north to south.at arms length a silverdollar would have been the size.no noise,very low.2 large lights on bottom",1/28/99
62913,21:45,5/16/98,Andover,MN,Light,7 minutes,my brothers and i thought we were looking at a shooting star that started moving in diferent directions as it started moving away and g,1/28/99
62914,5/16/98,West Elkton,OH,,over one hr.,(S. W. O. C) -The Chase sighting,1/28/99,
62915,23:00,5/15/98,Newnan,GA,Light,1 min,"very bright, with a beacon light too high to be helicopter,couldnt be airplane",1/28/99
62916,00:00,5/15/98,S. Beloit,IL,Circle,35 sec.,"IT LOOKED LIKE A REG STAR,WHEN I STARTED TO LOOK AT IT FOR MAYBE 1 MIN. OR SO IT GOT VERY BRITE VERY HOT WHITE THEN IT SEEMED TO GO UP",1/28/99
62917,21:00,5/12/98,Chebanse,IL,Disk,1-3 minutes,Last night we had severe thunderstorms. I was 7 or 8 minutes from home and out in the country. To my right up in the clouds I thought I,1/28/99
62918,22:12,5/11/98,South Holland,IL,Disk,30 sec.s,4 disk shaped objects traveling in a NNE direction.Emiting no sound and appearing to change course to ENE after reaching Lake Michigan.,1/28/99
62919,10:00,5/10/98,Seattle,WA,Fireball,60 sec,Walking from cruise ship to Space Needle. What appeared to be a Military flair white light with trailing smoke ?Airplane crash. Looki,1/28/99
62920,22:30,5/8/98,Morelos (rural area) (Mexico),,Light,8 sec.,We where on the road when we saw 2 long lights flying hirizontaly flashing alternatly. Then 2 or 3 sec. after it started decending and,1/28/99
62921,21:40,5/8/98,Pompano Beach,FL,Triangle,15 min.,At night looked like rocket with bright tail launched 200 miles north near NASA but in 7 minutes it was above us. Front nose with brig,1/28/99
62922,13:30,5/6/98,Auburn,WA,Sphere,12 minutes,"Heard airplane, looked up and saw silver sphere.",1/28/99
62923,06:00,5/4/98,Moultrie,GA,Changing,45 mins.,It changed shapes slowly and was spinning slowly and it was creepy.,1/28/99
62924,00:45,5/4/98,Memphis,TN,Unknown,1 minute,"Between 4-6 dim, orange lights, traveling NNW-SSE. Straight line travel, no noise.",1/28/99
62925,22:45,5/2/98,Portland,OR,Triangle,3 seconds,"It was triangular in shape, but hard to describe, because of so many different angles.",1/28/99
62926,20:30,5/2/98,Cheyenne,WY,Unknown,2min,The object moved n northwest roughly following a passanger jet it was lower than the jet it made no sound had no lights it seemed to re,1/28/99
62927,06:00,5/2/98,Los Angeles,CA,Triangle,~20sec,"Two objects aproached over the horizon when I was going out for the paper. They looked like two helocopters at first, but as they apr",1/28/99
62928,01:00,5/2/98,Fort Smith,AR,Disk,quick,"It flew above us, shined its lights upon us. I don't remember what happened next. I woke up about 15 minutes later, I think. We were",1/28/99
62929,21:00,5/1/98,Cleveland,OH,Light,15 seconds,FAST MOVING SINGLE LIGHT IN NIGHT SKY HEADING SOUTH SUDDENLY STOPS PAUSES AND SHOOTS AWAY IN NORTH EAST HEADING. I CALLED OUT A FRIEND,1/28/99
62930,17:45,4/30/98,Danville,VA,Teardrop,5mins,Observed small upsidedown curved black teardrop with blue floresent crown hovering over highway 86 Danville.,1/28/99
62931,20:50,4/29/98,Santo Domingo (Dominican Republic),,Formation,10seconds,"group 4-5 dim orange ligths in V formation,fast silent displacement,east-west,looked changed positions at the end of sighting. Seemed a",1/28/99
62932,07:15,4/29/98,Republic (northwest),WA,Fireball,seconds,a very large sphere of bright light fell through the clouds straight to the ground. no visible tail. no sound.,1/28/99
62933,06:25,4/29/98,Simpsonville,SC,Light,3 seconds,"While driving to work, I noticed a light just below high overcast. The object appeared to be traveling east to west.",1/28/99
62934,22:42,4/28/98,Colorado Springs,CO,Flash,3 minutes,"Two people witnessed an extremely bright ""star"" flash on and fade out in the night sky for approximately 3 to 4 minutes. The ""star"" m",1/28/99
62935,11:00,4/27/98,Santa Cruz,CA,Other,15min,"Sitting on the beach, a man yelled and told people to look at the sky. many observed the craft. Material did not look like metal",1/28/99
62936,00:15,4/27/98,"Deventer, Overijssel (Netherlands)",,Triangle,30-45 seconds,"perfect triangle, approx 10-15 metres big moving at approx 70 mph",1/28/99
62937,21:45,4/26/98,Eagan,MN,Light,5 secs,"I glanced skyward and saw an object moving extremely quickly across the night sky. It appeared as two points of light, seperated but tr",1/28/99
62938,22:30,4/25/98,Roca,NE,Triangle,20 min.,My friend and I saw a triangular shaped craft. It hovered for about ten minutes and then started moving.,1/28/99
62939,21:45,4/25/98,Blanchard,OK,Triangle,23:00,"I SAW SOMTHING THAT WAS FLASHING RED BLUE AND GREEN LIGHTS. I GOT MY BINOCULERS AND GOT A BETTER LOOK,IT WAS AMAZING,I NEVER THOUGHT I",1/28/99
62940,21:00,4/25/98,Manito (outside of),IL,Formation,5 minnutes,3 circular shaped ufos changing formation more than 4 times,1/28/99
62941,00:25,4/24/98,Bedford Park,IL,Fireball,3-5 seconds,"A glowing green sphere, with a white rectangular light behind it, emerged and then streaked westwardly. As it streaked it slightly gre",1/28/99
62942,22:30,4/23/98,West Boca Raton,FL,Circle,20 minutes +,"2 UFO's flying in the Western skies over the everglades at night. 1 exited and returned, then left again. The other one continued to ho",1/28/99
62943,21:25,4/23/98,Shoreline (Views from),WA,Other,3 second,Blue green streak starting 30 degrees up west. It moved with a streak downward towards the south,1/28/99
62944,18:00,4/23/98,Hollywood,CA,Light,APROX 10 MIN,I SAW 2 LIGHTS CROSS THE SOUTHERN HORIZON THAY GLOWED DULL ORANGE AND CREATED A FAINT GLOWING TRAIL THAY KEPT A TIGHT FORMATION TRAVELI,1/28/99
62945,17:21,4/23/98,Oconomowoc,WI,Light,10MIN,A LARGE BRIGHT LIGHT. IT APPEARE TO BE THE HEADLIGHT O A LOW FLYING PLANE.IT APPEARD TO HAVE N ALTITUDE OF 2000-4000FT.WE WERE FACING N,1/28/99
62946,04:01,4/23/98,Oneonta,NY,Light,4 Min,2 Unidentified Objects seen over Mountain,1/28/99
62947,23:25,4/22/98,Reno,NV,Unknown,2 min.,We were driving down the road late at night when we saw a neon green light shoot across the sky and then it stopped on a dime. It hover,1/28/99
62948,21:30,4/22/98,Yakima,WA,Circle,2-3 seconds,"A strong light, a blue object, no noise, traveling south to north.",1/28/99
