,0,1,2,3,4,5,6,7
32064,19:00,8/11/67,Little Rock,AR,Circle,2minutes,Orange hovering object chased by Air Force jets,9/2/05
32065,00:00,7/1/67,Maury Mountains,OR,Fireball,Unknown,Possible Crashed UFO In Oregon's Maury Mountains In The Summer Of 1967.,9/2/05
32066,22:00,3/3/67,Oak Grove,LA,Unknown,30 Minutes,My girlfriend and I were having a romantic evening in the front seat of my car one evening. I looked across a field that lay in front,9/2/05
32067,21:00,6/15/66,Burlington (Canada),ON,Circle,10 seconds,June 1966 while looking up into the night sky around 9PM saw a green craft with red corners. Bright lights were seen on the bottom of,9/2/05
32068,08:00,6/1/66,Gainesville,MO,Disk,aprx3-4 min.,"I saw a hovering, silent craft over my home that no one else mentioned, even though they were there!",9/2/05
32069,22:00,3/16/66,Elizabeth,NJ,Chevron,1 minute,Silvery chevron moves across the sky and fades out of sight,9/2/05
32070,21:00,6/15/65,Ewakuni (Japan),,Light,5 minutes,"Bright light comes out of sky, flys above water and streaks up into night sky until it disappears.",9/2/05
32071,02:00,9/15/64,Crescent Junction,UT,Disk,5 min =/-,"Four discs, glowing white, shifting about, zipped off FAST when military jets came roaring out of nowhere.",9/2/05
32072,20:00,7/20/64,New Jersey (northern),NJ,Light,several minutes,"Returning with Uncle and Aunt by car from Lake Hopatcong, and driving along Rt.46 near Rt. 80 in northern New Jersey, I spotted 2 orang",9/2/05
32073,21:30,6/30/64,Lewistown,IL,Other,several minutes,"Not a craft, but a humanoid being that emanated light...",9/2/05
32074,7/15/63,Mantua,NJ,Circle,30 seconds,it was 1963 during a baseball game. I had hit a single and was on first base. The first baseman (jimmy Steffens) and I were looking in,9/2/05,
32075,21:00,7/4/62,Spearman,TX,Unknown,15 Minutes,"Laying on my back looking at the stars when one shot across the sky, did a 90 degree turn without slowing and stopped...then a second o",9/2/05
32076,03:00,3/3/62,Wendover,UT,Disk,15 min,MY BROTHER IN LAW WHO IS FROM VANCOUVER BC. AND HAS DUAL PASSPORT WAS IN WEST WENDOVER FOR GAMBLING PURPOSES.HAVING BEEN IN THE US.NAVY,9/2/05
32077,21:00,7/8/61,West Haven,CT,Light,one hour,"Glowing light seen on the horizon in West Haven,Ct. in the summer of 1961",9/2/05
32078,18:00,6/3/60,Santa Ana,CA,Disk,5 minutes,"Saucer shaped craft seen June 1960 over Santa Ana, California",9/2/05
32079,20:00,5/1/60,Tucson,AZ,Light,4-5 minutes,"Lights only, no sound, moving across the night sky, then making a series of perfect right angle turns, like plowing a field.",9/2/05
32080,13:00,6/28/59,Globe,AZ,Rectangle,5 minutes,Rectangular shape consisting of what resembled plumbing joints connecting the four sides together hovered above us and shot straight up,9/2/05
32081,15:00,6/15/58,Yonkers,NY,Light,14 seconds,venus' dark side...,9/2/05
32082,00:00,12/28/57,Madison,WI,Cigar,1 hour,A large fuchia pink cigar shaped object slowly flew over the building.,9/2/05
32083,13:00,3/15/57,Los Angeles,CA,Formation,15 mins,I was 11 years old and my family and I were at a kite flying contest in a park . About 7 silver saucer shaped ships hovered over the pa,9/2/05
32084,21:00,6/15/56,New York City (Queens),NY,Light,1 minute,I looked into the darkened sky and observed a light source that was moving in a circular motion.,9/2/05
32085,01:00,11/14/54,Thelma (south of),TX,Disk,5 MINUTES,"11/14/1954 WHILE HUNTING OBJECT CIRCLED, LANDED AND THEN TOOK OFF STRAIGHT OUT OF SIGHT.",9/2/05
32086,7/15/54,Korea (over 38th Parallel),,Disk,1 week,One Week Visit by Huge Saucer over Korea,9/2/05,
32087,19:00,10/31/53,New Orleans,LA,Oval,Seconds,20+ ovals flying over New Orleans,9/2/05
32088,13:00,7/15/53,Nashville,TN,Cylinder,4 to 5 minutes,"cylindrical object ""examining"" trees",9/2/05
32089,15:00,4/1/53,Haverhill,MA,Chevron,seconds,"Historical account, Haverhill MA",9/2/05
32090,13:00,8/15/51,Altoona,PA,Disk,20 min. ?,This a was metalic disk object that wobbled. The reflectioin the object made is what drew our attention. Jet aircraft appeared and obje,9/2/05
32091,01:00,8/10/51,Sunland / Tujunga,CA,Circle,4 Seconds,"Vehicle was observed in frontial, overhead and trailing edge views as it decended from the North over the San Gabrial mountian range, l",9/2/05
32092,10:00,6/4/49,Los Angeles,CT,Circle,10 minutes,Six objects seen by many over Los Angeles in 1949,9/2/05
32093,7/5/47,Dell Rapids,SD,,,"Round silver dinner plates seen in Dell Rapids area on July 5, 1947",9/2/05,
32094,7/4/47,Sioux Falls,SD,,,"Narrow light colored object spotted in Sioux Falls on July 4, 1947",9/2/05,
32095,07:00,6/7/45,Winston-Salem,NC,Disk,seconds,"I always thought this sighting should be on an official list, now, 60 yrs. later, it is.",9/2/05
32096,02:00,7/7/39,Keokuk,IA,Oval,10 minutes,Mother sees UFO above railroad tracks in 1939.,9/2/05
32097,12:00,Aberdeen,WA,Unknown,unknown,Stumbled upon a UFO,9/2/05,
32098,unknown,South Milwaukee,WI,Unknown,1 to 2 minutes,Saw two faceless aliens in the woods.Was witnessed by my father and his brother,9/2/05,
32099,03:00,7/15/05,Fairfield,CA,Light,2 minutes,"((NUFORC Note: Moving ""star"" turned bright bright blue and traveled at a fast pace.",7/15/05
32100,02:24,7/15/05,Burbank,CA,Triangle,10 minutes,Two silently floating cloth-like triangular shaped objects shooting gold sparks near Bob Hope Airport,7/15/05
32101,00:45,7/15/05,Chapel Hill,NC,Unknown,>1 hr 45min,Strange lights sitting on ground seen behind house,7/15/05
32102,23:45,7/14/05,Scarborough (Canada),ON,Chevron,15 or 20 seconds,"Chevron shaped craft (one or more) Scarborough Ontario Canada July 14, 2005 23:45pm East to West almost parallel to Lake Ontario",7/15/05
32103,20:15,7/14/05,Ridgewood,NY,Fireball,3 seconds,NYC Area Possible Meterorite...,7/15/05
32104,15:00,7/14/05,Nanaimo (Canada),BC,Circle,15 mins,super bright light pulsing and seeming to grow vanishes when i go to get a better look then comes back. the light was very bright,7/15/05
32105,00:20,7/14/05,Palm Harbor (Clearwater),FL,Light,22 minutes,"saw a light in the sky i thought was a planet, and after a few minutes it shot off and disappeared. Reappeared later, then disappeared.",7/15/05
32106,23:37,7/13/05,Toronto (Canada),ON,Disk,2 minutes,An glowing orange object appeared right in front of me right before my very eyes!!!,7/15/05
32107,22:42,7/13/05,San Antonio,TX,Circle,2 seconds,Witnessed a circular bright light in the san antonio sky that dropped vertically rapidly and disappeared,7/15/05
32108,21:45,7/13/05,Bend,OR,Light,15 minutes,Extremely bright light over Mt. Bachelor. ((NUFORC Note: Possibly Venus?? PD)),7/15/05
32109,17:10,7/13/05,Seattle (downtown; Shoreline),WA,Other,20 mins,"Metallic object ""hovering"" at altitude over downtown Seattle for at least 10 - 15 minutes - 07/13/05",7/15/05
32110,16:50,7/13/05,Seattle (downtown; Shoreline),WA,Triangle,20 min,"High, stationary, triangular-shaped object in sky",7/15/05
32111,10:50,7/13/05,Aurora,CO,Light,1:00,we saw a flying something in the sky it was flying southeast it looked like a star or shooting star but it wasn't. It was flying for a,7/15/05
32112,23:00,7/12/05,Carol Stream,IL,Changing,5 min.,5 changin shape object in the sky. ((NUFORC Note: Perhaps not a serious report. PD)),7/15/05
32113,20:10,7/12/05,Chandler,AZ,Light,10 sec.,Star=like object at sunset simply disappears in mid-flight...,7/15/05
32114,7/10/05,Dateland,AZ,Cone,30-60 min,"object over a dairy farm about a mile to a mile and a half before Dateland, Arizona. Visiable for about 1hour.",7/15/05,
32115,22:00,7/9/05,Bound Brook,NJ,Disk,3 min.,ufos on bound brook,7/15/05
32116,15:15,7/9/05,Tinley Park,IL,Cigar,1 minute,"Traveling south on Oak Park ave, about 172nd st, My son saw something in the sky, silver and Black, clear blue sky. He told me to look",7/15/05
32117,13:00,7/9/05,Seattle (Shoreline),WA,Teardrop,3 seconds,Fast moving blue tear drop shape,7/15/05
32118,12:00,7/9/05,Yosemite,CA,Disk,seconds,((NUFORC Note: Probable lens flares. PD)) Picture was taken with digital camera. The UFOs appeared in the picture only.,7/15/05
32119,23:00,7/6/05,Centerburg,OH,Light,5 minutes,Red Light Over Ohio,7/15/05
32120,12:00,7/3/05,Tacoma,WA,Egg,1 second?,My kids (12 & 10) were walking near the waterfront in Tacoma and I saw all of the boats in Puget sound and took a picture with my digit,7/15/05
32121,20:45,6/29/05,Lantana,FL,Unknown,2 min.,"This is in reply to the report.

I looked at the pictures and I can clearly see that this is an aircraft moving away from the witnes",7/15/05
32122,10:00,6/26/05,Silverlake (Los Angeles),CA,Light,2 hours +,"A bright dot over LA, and in my photos, many other dark dots with red centers....",7/15/05
32123,20:30,6/10/05,Alexanria,LA,Changing,30 MINUTES,((NUFORC Note: Possible hoax. PD)) WHILE ME AND MY WIFE WERE WALKING OUT THE DOOR WE SAW UFOS IN THE SKY.,7/15/05
32124,00:00,6/1/05,Satellite Beach,FL,Oval,seconds,"UFO sighted in Satellite Beach,FL close encounter 4 blocks from beach",7/15/05
32125,07:45,5/15/05,Parkersburg,WV,Oval,20 seconds,Saw a ufo on the way to school near a cow field. ((NUFORC Note: Student report. PD)),7/15/05
32126,02:13,11/7/04,Shropshire (UK/England),,Teardrop,20 minutes,A teardrop shaped object with lights,7/15/05
32127,17:00,10/15/00,Palm Springs,CT,Light,30 seconds,Golf Course sighting of Bright Light Disc,7/15/05
32128,22:00,7/1/95,Broughtontown,KY,Sphere,30 seconds,"sighted in KY one summer night a silver ball, came from behind car following road and continued to follow road untill out of site.",7/15/05
32129,21:00,5/1/86,Vine Grove,KY,Oval,1.5hrs,"My mother brother and friend were in the back yard looking around at the sky, why, at that point I had no Idea they told me they (broth",7/15/05
32130,6/30/78,Griffin,GA,Disk,2 min,UFO came down and went behind a hill 300 yards away.,7/15/05,
32131,4/15/75,Huntsville,AL,Light,couple of hours,"Light flying over the area in a scallopped pattern, I walked into the woods for a few minutes that turned out to be a couple of hours.",7/15/05,
32132,19:30,6/21/57,Norwalk,CA,Disk,8 minutes,It was hovering about 20 feet from the ground and hovered for about 8 minutes.,7/15/05
32133,09:00,7/13/05,Wenatchee,WA,Cylinder,2-3minutes,"apparently solid cylinder , no wings . Very bright with bumps on it's surface. Very graceful movement",7/13/05
32134,01:30,7/13/05,"Sydney (NSW, Australia)",,Fireball,7min,"Orange ball of light with no tail traveled from North East to South West and disappeared.

There was no visable trail on the orange b",7/13/05
32135,23:00,7/12/05,Parker,AZ,Formation,2-3 minutes,"((NUFORC Note: Possible ""NOSS"" satellites. PD)) Clear night moving triangle formation across night sky, followed by flashing lights.",7/13/05
32136,02:30,7/12/05,Winnipeg (Canada),MB,Disk,,sitting in a field. when all of a sudden.,7/13/05
32137,02:15,7/12/05,Charlotte,NC,Formation,20 seconds,6 or 7 lights flying in half a 'vee' formation,7/13/05
32138,00:11,7/12/05,River Ridge,LA,Other,:03,Strange long light opens in the sky.,7/13/05
32139,23:45,7/11/05,Indiana,PA,Triangle,10 Seconds,"Seven Lights In A Triangular Shape Sighted Over Indiana, Pennsylvania",7/13/05
32140,23:35,7/11/05,Ayr (UK/Scotland),,Other,30 seconds,"Looking south west, sky clear, height of object difficult to say. First thought I observed a very bright star but then it moved slowly",7/13/05
32141,23:30,7/11/05,Boise,ID,Light,5 Min,Slow moving light that disappeared,7/13/05
32142,23:25,7/11/05,Challis,ID,Oval,2min,"A light flew across the sky to a blinking star, then disappeard.",7/13/05
32143,22:30,7/11/05,Fresno,CA,Light,28 Min.,UFO Sighting,7/13/05
32144,22:00,7/11/05,Waldwick,NJ,Unknown,3-4 minutes,Bright red glowing craft seen approximately 200 feet above our heads.,7/13/05
32145,12:00,7/11/05,Niagara Falls (Canada),ON,Teardrop,10 minutes,a balck aircraft floated high in the sky was weaving in and out and was travelling very fast,7/13/05
32146,05:23,7/11/05,Auckland (New Zealand),,Egg,ongoing,"Constant movement of erratic bahaving Yale Blue coloured semi transparent egg like a nite-lite...

I have to admit I have been a sta",7/13/05
32147,00:56,7/11/05,Saint Johnsville,NY,Oval,17 Minutes,"2 police officers observe oval shaped object in sky in Saint Johnsville, New York.",7/13/05
32148,00:30,7/11/05,Kalama,WA,Circle,10 MINUTES,"STATIONERY FOR TEN MINUTES, THEN TOOK OFF RAPIDLY, FOLLOWED THE COLUMBIA RIVER",7/13/05
32149,00:00,7/11/05,Middleburg Hts.,OH,Light,4 minutes,"Red Glowing Object seen 7-11-05 Cleveland, OH",7/13/05
32150,23:45,7/10/05,Brook Park,OH,Light,10 min,Sat motionless & silent & then flew off into distance.,7/13/05
32151,23:40,7/10/05,Brook Park,OH,Oval,15,BRIGHT RED BALL OF LIGHT IN THE SKY MOVING SLOWLY,7/13/05
32152,23:00,7/10/05,Cleveland,OH,Circle,20,stayed stabled for 12 minthen zig zag to the west and lower position till out of sight,7/13/05
32153,22:30,7/10/05,Brick,NJ,Light,5 Minutes,White orbs move through the skies of Ocean County.,7/13/05
32154,22:00,7/10/05,Danville,CA,Light,10 seconds,"A group of three bright lights, each moving a different direction.",7/13/05
32155,21:55,7/10/05,Cleveland,OH,Light,2 minutes,"Shortly before 10 PM with clear sky I noticed object with strobe light,, slightly zig-zagged, changed colors and vanished.",7/13/05
32156,01:10,7/10/05,Gothenburg (Sweden),,Circle,30seconds,"bright/starlike object moving fast out of earths atmosphere,when going out lights of.",7/13/05
32157,23:30,7/9/05,Bristol (UK/England),,Cylinder,3 mins,in my back garden i saw a bright round globe coming towards me very high up passing low clouds it changed direction several times somti,7/13/05
32158,23:11,7/9/05,Wilmington,CA,Light,6 minutes,"Orange ball of light over Carson, CA.",7/13/05
32159,23:00,7/9/05,Marietta area,GA,Disk,11:00-11:20,3 unidentified aircraft spotted on highway,7/13/05
32160,23:00,7/9/05,Holland,PA,Light,5-10 minutes,3 satellites in 10 minute span - third one changes direction and stops; resumes at higher speeds,7/13/05
32161,22:45,7/9/05,Brook Park,OH,Light,10 min,"Bright red, silent & hovering.",7/13/05
32162,22:30,7/9/05,Bellevue,WA,Changing,5 minutes,Orange shape shifting object in the sky over seattle skyline.,7/13/05
32163,21:10,7/9/05,Montclair,CA,Triangle,2 min,Montclair triangular shaped UFO surrounded by bright lights and shooting off lazers.,7/13/05
32164,21:00,7/9/05,Brook Park (W. Cleveland),OH,Light,5 minutes,((NUFORC Note: Possible hoax. See below. PD)) Bright red light that disappeared quickly.,7/13/05
32165,18:30,7/9/05,Realto (near),CA,Diamond,4 Min,3 Stacked balls of light with rings of fire around them blinking red led type lights of the sides from the middle ball of light. UFO!!!,7/13/05
32166,18:00,7/9/05,Titusville,FL,Formation,5 min,"2 objects moving sw to ne 50 mph,2000-3000 agl,constant cousre,speed 1st obj lower in front,2nd higher and behind",7/13/05
32167,17:15,7/9/05,Chicago,IL,Formation,17:25,Multiple lights hanging in sky,7/13/05
32168,13:00,7/9/05,Kirkland,WA,Teardrop,3-4 seconds,Object shot across the sky at an amazing speed- Blue teardrop with silver center,7/13/05
32169,00:00,7/9/05,Fort Wayne,IN,Other,5sec,fooball shape with wing like appendage self luminous pinkish flying in straight line.,7/13/05
32170,23:59,7/8/05,Toronto (Canada),ON,Light,1 minute,"Starlike, could have been satellite but doesn't match Heaven's Above info.",7/13/05
32171,23:15,7/8/05,Owatonna,MN,Light,10 min. approx.,I thought it was a star until I watched it slowly move across the sky appearing to start and stop as it went along.,7/13/05
32172,22:00,7/8/05,Eugene,OR,Sphere,15-20 min,Sperical glowing craft over eugene oregon,7/13/05
32173,12:35,7/8/05,Killeen,TX,Cigar,10 seconds,The bright silver cigar-shaped object came out of a cloud and disappeared in seconds into another cloud and never reappeared.,7/13/05
32174,00:05,7/8/05,Meridian,ID,Disk,5 seconds,I was approached by a strang flying light driving home in july. ((NUFORC Note: Probably an aerial applicator aircraft. PD)),7/13/05
32175,00:05,7/8/05,Meridian,ID,Disk,15 seconds,A beaming strong light shined on us and the object flew by. ((NUFORC Note: Probably an aerial applicator aircraft. PD)),7/13/05
32176,00:00,7/8/05,Inglewood,CA,Triangle,30s,"I was driving East on Century blvd a few blocks from Hollywood, Park Casino. I was right next to Jesse Owens Park and I look up to my",7/13/05
32177,23:07,7/7/05,Buford,GA,Triangle,3 minutes,NOT A UFO!,7/13/05
32178,22:30,7/7/05,Tidioute,PA,Triangle,2 minutes,A triangular craft with a large white beam in front with a red flashing light in the middle,7/13/05
